3.4300e+01 0.0000e+00
3.5000e+01 5.5349e-22
3.6000e+01 5.2448e-22
3.7000e+01 5.0724e-22
3.8000e+01 4.9891e-22
3.9000e+01 4.9727e-22
4.0000e+01 5.0058e-22
4.1000e+01 5.0749e-22
4.2000e+01 5.1697e-22
4.3000e+01 5.2820e-22
4.4000e+01 5.4055e-22
4.5000e+01 5.5354e-22
4.6000e+01 5.6680e-22
4.7000e+01 5.8005e-22
4.8000e+01 5.9307e-22
4.9000e+01 6.0570e-22
5.0000e+01 6.1784e-22
5.1000e+01 6.2940e-22
5.2000e+01 6.4033e-22
5.3000e+01 6.5059e-22
5.4000e+01 6.6017e-22
5.5000e+01 6.6905e-22
5.6000e+01 6.7726e-22
5.7000e+01 6.8479e-22
5.8000e+01 6.9167e-22
5.9000e+01 6.9791e-22
6.0000e+01 7.0354e-22
6.1000e+01 7.0859e-22
6.2000e+01 7.1308e-22
6.3000e+01 7.1703e-22
6.4000e+01 7.2048e-22
6.5000e+01 7.2346e-22
6.6000e+01 7.2598e-22
6.7000e+01 7.2808e-22
6.8000e+01 7.2978e-22
6.9000e+01 7.3110e-22
7.0000e+01 7.3207e-22
7.1000e+01 7.3271e-22
7.2000e+01 7.3303e-22
7.3000e+01 7.3307e-22
7.4000e+01 7.3284e-22
7.5000e+01 7.3235e-22
7.6000e+01 7.3163e-22
7.7000e+01 7.3069e-22
7.8000e+01 7.2954e-22
7.9000e+01 7.2820e-22
8.0000e+01 7.2669e-22
8.1000e+01 7.2501e-22
8.2000e+01 7.2318e-22
8.3000e+01 7.2121e-22
8.4000e+01 7.1911e-22
8.5000e+01 7.1689e-22
8.6000e+01 7.1456e-22
8.7000e+01 7.1213e-22
8.8000e+01 7.0960e-22
8.9000e+01 7.0699e-22
9.0000e+01 7.0430e-22
9.1000e+01 7.0153e-22
9.2000e+01 6.9870e-22
9.3000e+01 6.9581e-22
9.4000e+01 6.9287e-22
9.5000e+01 6.8988e-22
9.6000e+01 6.8684e-22
9.7000e+01 6.8377e-22
9.8000e+01 6.8066e-22
9.9000e+01 6.7751e-22
1.0000e+02 6.7434e-22
1.1000e+02 6.4182e-22
1.2000e+02 6.0926e-22
1.3000e+02 5.7794e-22
1.4000e+02 5.4843e-22
1.5000e+02 5.2092e-22
1.6000e+02 4.9543e-22
1.7000e+02 4.7189e-22
1.8000e+02 4.5016e-22
1.9000e+02 4.3010e-22
2.0000e+02 4.1156e-22
2.1000e+02 3.9442e-22
2.2000e+02 3.7853e-22
2.3000e+02 3.6379e-22
2.4000e+02 3.5008e-22
2.5000e+02 3.3730e-22
2.6000e+02 3.2538e-22
2.7000e+02 3.1424e-22
2.8000e+02 3.0379e-22
2.9000e+02 2.9400e-22
3.0000e+02 2.8479e-22
3.1000e+02 2.7612e-22
3.2000e+02 2.6795e-22
3.3000e+02 2.6023e-22
3.4000e+02 2.5293e-22
3.5000e+02 2.4602e-22
3.6000e+02 2.3947e-22
3.7000e+02 2.3325e-22
3.8000e+02 2.2734e-22
3.9000e+02 2.2172e-22
4.0000e+02 2.1636e-22
4.1000e+02 2.1124e-22
4.2000e+02 2.0637e-22
4.3000e+02 2.0170e-22
4.4000e+02 1.9724e-22
4.5000e+02 1.9297e-22
4.6000e+02 1.8888e-22
4.7000e+02 1.8495e-22
4.8000e+02 1.8119e-22
4.9000e+02 1.7757e-22
5.0000e+02 1.7409e-22
5.1000e+02 1.7074e-22
5.2000e+02 1.6752e-22
5.3000e+02 1.6442e-22
5.4000e+02 1.6143e-22
5.5000e+02 1.5854e-22
5.6000e+02 1.5575e-22
5.7000e+02 1.5306e-22
5.8000e+02 1.5046e-22
5.9000e+02 1.4795e-22
6.0000e+02 1.4552e-22
6.1000e+02 1.4316e-22
6.2000e+02 1.4088e-22
6.3000e+02 1.3867e-22
6.4000e+02 1.3653e-22
6.5000e+02 1.3446e-22
6.6000e+02 1.3244e-22
6.7000e+02 1.3049e-22
6.8000e+02 1.2859e-22
6.9000e+02 1.2674e-22
7.0000e+02 1.2495e-22
7.1000e+02 1.2321e-22
7.2000e+02 1.2151e-22
7.3000e+02 1.1986e-22
7.4000e+02 1.1825e-22
7.5000e+02 1.1669e-22
7.6000e+02 1.1517e-22
7.7000e+02 1.1368e-22
7.8000e+02 1.1224e-22
7.9000e+02 1.1083e-22
8.0000e+02 1.0945e-22
8.1000e+02 1.0811e-22
8.2000e+02 1.0680e-22
8.3000e+02 1.0552e-22
8.4000e+02 1.0427e-22
8.5000e+02 1.0305e-22
8.6000e+02 1.0186e-22
8.7000e+02 1.0070e-22
8.8000e+02 9.9559e-23
8.9000e+02 9.8446e-23
9.0000e+02 9.7358e-23
9.1000e+02 9.6294e-23
9.2000e+02 9.5252e-23
9.3000e+02 9.4233e-23
9.4000e+02 9.3235e-23
9.5000e+02 9.2258e-23
9.6000e+02 9.1301e-23
9.7000e+02 9.0364e-23
9.8000e+02 8.9446e-23
9.9000e+02 8.8546e-23
